"321482385226020	","2020062022001185021406124984	","T200P1078551267108366434	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,0,-9.04,2113161.21,*******,收费,*****支付服务费[2020062022001185021406124984];*****交易号[T200P1078551267108366434],0030038|软件服务费-*******服务费,*****商家中心,"1078551267108366434	",M{1078551267108366434}
"321211352283410	","BO2020070146779677410205	","CAE_POINT_1078551267108366434_2_0	",,01/07/2020 09:12,0,-5.65,2113155.56,*******,转账,代扣返点积分1078551267108366434,0030001|软件服务费-****返点积分,账房,"1078551267108366434	",M{1078551267108366434}
"321211229382410	","BO2020070146793184410205	","HJCOM==3200060031==2748645139820251==606089196169188703	",,01/07/2020 09:12,0,-43.2,2113112.36,*******,转账,****佣金（类目）{606089196169188703}扣款,0030003|软件服务费-****佣金,账房,"606089196169188703	",M{606089196169188703}|S{606089196169188703}
"322413588039130	","2020062022001146131410302890	","T200P1078330049270354922	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,0,-8.64,2113103.72,*******,收费,*****支付服务费[2020062022001146131410302890];*****交易号[T200P1078330049270354922],0030038|软件服务费-*******服务费,*****商家中心,"1078330049270354922	",M{1078330049270354922}
"321210340787410	","BO2020070146786370410205	","CAE_POINT_1078440739717472050_2_0	",,01/07/2020 09:12,0,-5.65,2113098.07,*******,转账,代扣返点积分1078440739717472050,0030001|软件服务费-****返点积分,账房,"1078440739717472050	",M{1078440739717472050}
"324546271370621	","2020062022001120621421011595	","T200P1078264387004061988	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,1130,0,2114228.07,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"1078264387004061988	",M{1078264387004061988}
"322059850480890	","2020062022001133891422275847	","T200P1078236449277994745	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,0,-44.55,2114183.52,*******,收费,*****分期服务费[2020062022001133891422275847],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1078236449277994745	",M{1078236449277994745}
"321209502134410	","BO2020070146710247410205	","CAE_POINT_1077108096162587748_2_0	",,01/07/2020 09:12,0,-5.65,2114177.87,*******,转账,代扣返点积分1077108096162587748,0030001|软件服务费-****返点积分,账房,"1077108096162587748	",M{1077108096162587748}
"321210628139410	","BO2020070146832412410205	","HJCOM==3200060031==2748641655260251==1078236449277994745	",,01/07/2020 09:12,0,-43.2,2114134.67,*******,转账,****佣金（类目）{1078236449277994745}扣款,0030003|软件服务费-****佣金,账房,"1078236449277994745	",M{1078236449277994745}|S{1078236449277994745}
"321210553732410	","BO2020070146759898410205	","CAE_POINT_1078236449277994745_2_0	",,01/07/2020 09:12,0,-5.4,2114129.27,*******,转账,代扣返点积分1078236449277994745,0030001|软件服务费-****返点积分,账房,"1078236449277994745	",M{1078236449277994745}
"321211013366410	","BO2020070146929021410205	","HJCOM==3200060031==2748644645430251==1077108096162587748	",,01/07/2020 09:12,0,-45.2,2114084.07,*******,转账,****佣金（类目）{1077108096162587748}扣款,0030003|软件服务费-****佣金,账房,"1077108096162587748	",M{1077108096162587748}|S{1077108096162587748}
"321210693242410	","BO2020070146804487410205	","CAE_POINT_1078330049270354922_2_0	",,01/07/2020 09:12,0,-5.4,2114078.67,*******,转账,代扣返点积分1078330049270354922,0030001|软件服务费-****返点积分,账房,"1078330049270354922	",M{1078330049270354922}
"321209776642410	","BO2020070146741802410205	","CAE_POINT_1078264387004061988_2_0	",,01/07/2020 09:12,0,-5.65,2114073.02,*******,转账,代扣返点积分1078264387004061988,0030001|软件服务费-****返点积分,账房,"1078264387004061988	",M{1078264387004061988}
"324024628642920	","2020062022001161921422643396	","T200P1078047393657102146	",【*****】*****/**********面部精华 ****************精华露 傲娇修护 维稳,01/07/2020 09:12,0,-48.57,2114024.45,*******,收费,*****分期服务费[2020062022001161921422643396],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1078047393657102146	",M{1078047393657102146}
"321211360268410	","BO2020070146715100410205	","CAE_POINT_1078047393657102146_2_0	",,01/07/2020 09:12,0,-5.4,2114019.05,*******,转账,代扣返点积分1078047393657102146,0030001|软件服务费-****返点积分,账房,"1078047393657102146	",M{1078047393657102146}
"321210667630410	","BO2020070146772425410205	","HJCOM==3200060031==2748647331160251==1078264387004061988	",,01/07/2020 09:12,0,-45.2,2113973.85,*******,转账,****佣金（类目）{1078264387004061988}扣款,0030003|软件服务费-****佣金,账房,"1078264387004061988	",M{1078264387004061988}|S{1078264387004061988}
"321211408164410	","BO2020070146966091410205	","HJCOM==3200060031==2748648924840251==1078047393657102146	",,01/07/2020 09:12,0,-43.2,2113930.65,*******,转账,****佣金（类目）{1078047393657102146}扣款,0030003|软件服务费-****佣金,账房,"1078047393657102146	",M{1078047393657102146}|S{1078047393657102146}
"322722366969520	","2020062022001102521411233978	","T200P1077108096162587748	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,0,-50.84,2113879.81,*******,收费,*****分期服务费[2020062022001102521411233978],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1077108096162587748	",M{1077108096162587748}
"322721371398521	","2020062022001189521406658259	","T200P1077397984414226644	",【*****倒计时1天】************************精华傲娇维稳修护,01/07/2020 09:12,1080,0,2114959.81,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"1077397984414226644	",M{1077397984414226644}
"322498473192081	","2020062022001187081409798516	","T200P1077839105472199485	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,1080,0,2116039.81,*******,交易付款,*****交易号[2020062022001187081409798516],0010001|交易收款-交易收款,商家中心,"1077839105472199485	",M{1077839105472199485}
"322720639210520	","2020062022001189521406658259	","T200P1077397984414226644	",【*****倒计时1天】************************精华傲娇维稳修护,01/07/2020 09:12,0,-8.64,2116031.17,*******,收费,信用卡支付服务费[2020062022001189521406658259];*****交易号[T200P1077397984414226644],0030038|软件服务费-*******服务费,*****商家中心,"1077397984414226644	",M{1077397984414226644}
"322436989667651	","2020062022001134651446684257	","T200P1078138082919957056	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,1087.45,0,2117118.62,*******,交易付款,*****分期交易号[2020062022001134651446684257],0010001|交易收款-交易收款,商家中心,"1078138082919957056	",M{1078138082919957056}
"322498718290080	","2020062022001187081409798516	","T200P1077839105472199485	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,0,-8.64,2117109.98,*******,收费,*****支付服务费[2020062022001187081409798516];*****交易号[T200P1077839105472199485],0030038|软件服务费-*******服务费,*****商家中心,"1077839105472199485	",M{1077839105472199485}
"321211870516410	","BO2020070146935048410205	","CAE_POINT_1077397984414226644_2_0	",,01/07/2020 09:12,0,-5.4,2117104.58,*******,转账,代扣返点积分1077397984414226644,0030001|软件服务费-****返点积分,账房,"1077397984414226644	",M{1077397984414226644}
"321210708376410	","BO2020070146797640410205	","HJCOM==3200060031==2748633699780251==1077397984414226644	",,01/07/2020 09:12,0,-43.2,2117061.38,*******,转账,****佣金（类目）{1077397984414226644}扣款,0030003|软件服务费-****佣金,账房,"1077397984414226644	",M{1077397984414226644}|S{1077397984414226644}
"321210066103410	","BO2020070146904683410205	","CAE_POINT_1077839105472199485_2_0	",,01/07/2020 09:12,0,-5.4,2117055.98,*******,转账,代扣返点积分1077839105472199485,0030001|软件服务费-****返点积分,账房,"1077839105472199485	",M{1077839105472199485}
"322435697627650	","2020062022001134651446684257	","T200P1078138082919957056	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,0,-48.94,2117007.04,*******,收费,*****分期服务费[2020062022001134651446684257],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1078138082919957056	",M{1078138082919957056}
"321534964248740	","2020062022001130741420671720	","T200P1078299905617401164	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,0,-48.6,2116958.44,*******,收费,*****分期服务费[2020062022001130741420671720],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1078299905617401164	",M{1078299905617401164}
"321211889796410	","BO2020070146869565410205	","CAE_POINT_1078299905617401164_2_0	",,01/07/2020 09:12,0,-5.4,2116953.04,*******,转账,代扣返点积分1078299905617401164,0030001|软件服务费-****返点积分,账房,"1078299905617401164	",M{1078299905617401164}
"321211817542410	","BO2020070146721*****410205	","HJCOM==3200060031==2748635388640251==1077839105472199485	",,01/07/2020 09:12,0,-43.2,2116909.84,*******,转账,****佣金（类目）{1077839105472199485}扣款,0030003|软件服务费-****佣金,账房,"1077839105472199485	",M{1077839105472199485}|S{1077839105472199485}
"321210578006410	","BO2020070146890887410205	","CAE_POINT_1078138082919957056_2_0	",,01/07/2020 09:12,0,-5.43,2116904.41,*******,转账,代扣返点积分1078138082919957056,0030001|软件服务费-****返点积分,账房,"1078138082919957056	",M{1078138082919957056}
"321210880807410	","BO2020070146841081410205	","HJCOM==3200060031==2748634894840251==1078299905617401164	",,01/07/2020 09:12,0,-43.2,2116861.21,*******,转账,****佣金（类目）{1078299905617401164}扣款,0030003|软件服务费-****佣金,账房,"1078299905617401164	",M{1078299905617401164}|S{1078299905617401164}
"321210938260410	","BO2020070146937564410205	","CAE_POINT_1078188867463327648_2_0	",,01/07/2020 09:12,0,-5.4,2116855.81,*******,转账,代扣返点积分1078188867463327648,0030001|软件服务费-****返点积分,账房,"1078188867463327648	",M{1078188867463327648}
"321211046525410	","BO2020070146861318410205	","HJCOM==3200060031==2748634794740251==1078138082919957056	",,01/07/2020 09:12,0,-43.5,2116812.31,*******,转账,****佣金（类目）{1078138082919957056}扣款,0030003|软件服务费-****佣金,账房,"1078138082919957056	",M{1078138082919957056}|S{1078138082919957056}
"321211056126410	","BO2020070146801019410205	","HJCOM==3200060031==2748647531550251==1078188867463327648	",,01/07/2020 09:12,0,-43.2,2116769.11,*******,转账,****佣金（类目）{1078188867463327648}扣款,0030003|软件服务费-****佣金,账房,"1078188867463327648	",M{1078188867463327648}|S{1078188867463327648}
"321026034252221	","2020062022001173221422454135	","T200P1077632864120798173	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,1130,0,2117899.11,*******,交易付款,*****分期交易号[2020062022001173221422454135],0010001|交易收款-交易收款,商家中心,"1077632864120798173	",M{1077632864120798173}
"322306209030231	","2020062022001177231416338326	","T200P1078024674773152590	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,1080,0,2118979.11,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"1078024674773152590	",M{1078024674773152590}
"322359572735051	","2020062022001128051438872318	","T200P1077646368279512541	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,1080,0,2120059.11,*******,交易付款,*****交易号[2020062022001128051438872318],0010001|交易收款-交易收款,商家中心,"1077646368279512541	",M{1077646368279512541}
"322058601783971	","2020062022001115971416165031	","T200P1077464896718465061	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,1080,0,2121139.11,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"1077464896718465061	",M{1077464896718465061}
"321025943800220	","2020062022001173221422454135	","T200P1077632864120798173	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,0,-50.85,2121088.26,*******,收费,*****分期服务费[2020062022001173221422454135],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1077632864120798173	",M{1077632864120798173}
"321211706882410	","BO2020070146786373410205	","CAE_POINT_1077632864120798173_2_0	",,01/07/2020 09:12,0,-5.65,2121082.61,*******,转账,代扣返点积分1077632864120798173,0030001|软件服务费-****返点积分,账房,"1077632864120798173	",M{1077632864120798173}
"321211181257410	","BO2020070146858275410205	","HJCOM==3200060031==2748643349830251==1078024674773152590	",,01/07/2020 09:12,0,-43.2,2121039.41,*******,转账,****佣金（类目）{1078024674773152590}扣款,0030003|软件服务费-****佣金,账房,"1078024674773152590	",M{1078024674773152590}|S{1078024674773152590}
"322424518974980	","2020062022001123981421671035	","T200P1078188867463327648	",【*****倒计时1天】************************精华傲娇维稳修护,01/07/2020 09:12,0,-8.64,2121030.77,*******,收费,信用卡支付服务费[2020062022001123981421671035];*****交易号[T200P1078188867463327648],0030038|软件服务费-*******服务费,*****商家中心,"1078188867463327648	",M{1078188867463327648}
"322358859033050	","2020062022001128051438872318	","T200P1077646368279512541	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,0,-8.64,2121022.13,*******,收费,*****支付服务费[2020062022001128051438872318];*****交易号[T200P1077646368279512541],0030038|软件服务费-*******服务费,*****商家中心,"1077646368279512541	",M{1077646368279512541}
"322057904506970	","2020062022001115971416165031	","T200P1077464896718465061	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,0,-8.6,2121013.53,*******,收费,信用卡支付服务费[2020062022001115971416165031];*****交易号[T200P1077464896718465061],0030038|软件服务费-*******服务费,*****商家中心,"1077464896718465061	",M{1077464896718465061}
"321211904514410	","BO2020070146759900410205	","CAE_POINT_1078024674773152590_2_0	",,01/07/2020 09:12,0,-5.4,2121008.13,*******,转账,代扣返点积分1078024674773152590,0030001|软件服务费-****返点积分,账房,"1078024674773152590	",M{1078024674773152590}
"321212114741410	","BO2020070146704351410205	","CAE_POINT_1077646368279512541_2_0	",,01/07/2020 09:12,0,-5.4,2121002.73,*******,转账,代扣返点积分1077646368279512541,0030001|软件服务费-****返点积分,账房,"1077646368279512541	",M{1077646368279512541}
"321209707951410	","BO2020070146972138410205	","HJCOM==3200060031==2748634197930251==1077632864120798173	",,01/07/2020 09:12,0,-45.2,2120957.53,*******,转账,****佣金（类目）{1077632864120798173}扣款,0030003|软件服务费-****佣金,账房,"1077632864120798173	",M{1077632864120798173}|S{1077632864120798173}
"321210760089410	","BO2020070146949881410205	","HJCOM==3200060031==2748637281230251==1077464896718465061	",,01/07/2020 09:12,0,-43.2,2120914.33,*******,转账,****佣金（类目）{1077464896718465061}扣款,0030003|软件服务费-****佣金,账房,"1077464896718465061	",M{1077464896718465061}|S{1077464896718465061}
"321210340813410	","BO2020070146769659410205	","CAE_POINT_1077464896718465061_2_0	",,01/07/2020 09:12,0,-5.4,2120908.93,*******,转账,代扣返点积分1077464896718465061,0030001|软件服务费-****返点积分,账房,"1077464896718465061	",M{1077464896718465061}
"321210778264410	","BO2020070146844020410205	","HJCOM==3200060031==2748649821630251==1077646368279512541	",,01/07/2020 09:12,0,-43.2,2120865.73,*******,转账,****佣金（类目）{1077646368279512541}扣款,0030003|软件服务费-****佣金,账房,"1077646368279512541	",M{1077646368279512541}|S{1077646368279512541}
"322424295789980	","2020062022001130981421406687	","T200P1078308930686668884	",【*****倒计时1天】************************精华傲娇维稳修护,01/07/2020 09:12,0,-90.51,2120775.22,*******,交易分账,网红佣金代扣款[1078308930686668884],0060011|营销支出-网红佣金,联盟商家中心,"1078308930686668884	",M{1078308930686668884}|S{1078308930686668884}
"321210648589410	","BO2020070147003829410205	","CAE_POINT_1076954400743072025_2_0	",,01/07/2020 09:12,0,-5.4,2120769.82,*******,转账,代扣返点积分1076954400743072025,0030001|软件服务费-****返点积分,账房,"1076954400743072025	",M{1076954400743072025}
"323263600107600	","2020062022001102601450543621	","T200P1078297505460002041	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,0,-90.4,2120679.42,*******,交易分账,网红佣金代扣款[1078297505460002041],0060011|营销支出-网红佣金,联盟商家中心,"1078297505460002041	",M{1078297505460002041}|S{1078297505460002041}
"321327642466580	","2020062022001113581410980695	","T200P1078440739717472050	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,0,-33.9,2120645.52,*******,交易分账,网红佣金代扣款[1078440739717472050],0060011|营销支出-网红佣金,联盟商家中心,"1078440739717472050	",M{1078440739717472050}|S{1078440739717472050}
"321211163512410	","BO2020070146974014410205	","HJCOM==3200060031==2748640163990251==1076954400743072025	",,01/07/2020 09:12,0,-43.2,2120602.32,*******,转账,****佣金（类目）{1076954400743072025}扣款,0030003|软件服务费-****佣金,账房,"1076954400743072025	",M{1076954400743072025}|S{1076954400743072025}
"324545782799620	","2020062022001106621416134675	","T200P1077559392523942155	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,0,-33.9,2120568.42,*******,交易分账,网红佣金代扣款[1077559392523942155],0060011|营销支出-网红佣金,联盟商家中心,"1077559392523942155	",M{1077559392523942155}|S{1077559392523942155}
"321033171501460	","2020062022001130461412308247	","T200P1077687521966058327	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,0,-90.4,2120478.02,*******,交易分账,网红佣金代扣款[1077687521966058327],0060011|营销支出-网红佣金,联盟商家中心,"1077687521966058327	",M{1077687521966058327}|S{1077687521966058327}
"321841258649940	","2020062022001175941414342452	","T200P1077837923027577962	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,0,-33.9,2120444.12,*******,交易分账,网红佣金代扣款[1077837923027577962],0060011|营销支出-网红佣金,联盟商家中心,"1077837923027577962	",M{1077837923027577962}|S{1077837923027577962}
"321397232548331	","2020062022001197331416400084	","T200P1078415235341744376	",【*****】【*****倒计时】********************乳霜/霜抗皱小雷达淡纹,01/07/2020 09:12,690,0,2121134.12,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"1078415235341744376	",M{1078415235341744376}
"322751083593901	","2020062022001135901445430072	","T200P10783604505124*****79	",【*****】【*****倒计时】********************乳霜/霜抗皱小雷达淡纹,01/07/2020 09:12,680,0,2121814.12,*******,在线支付,*****分期交易号[2020062022001135901445430072],0010001|交易收款-交易收款,商家中心,"10783604505124*****79	",M{10783604505124*****79}
"321399211710331	","2020062022001115331417225017	","T200P1078428099104525365	",【*****】【*****倒计时】********************乳霜/霜抗皱小雷达淡纹,01/07/2020 09:12,680,0,2122494.12,*******,交易付款,*****交易号[2020062022001115331417225017],0010001|交易收款-交易收款,商家中心,"1078428099104525365	",M{1078428099104525365}
"321388453992271	","2020062022001123271422600764	","T200P1078473731917561435	",【*****】【*****倒计时】********************乳霜/霜抗皱小雷达淡纹,01/07/2020 09:12,690,0,2123184.12,*******,交易付款,*****交易号[2020062022001123271422600764],0010001|交易收款-交易收款,商家中心,"1078473731917561435	",M{1078473731917561435}
"322415173147130	","2020062022001114131415527186	","T200P1077796577241738620	",【*****】【*****倒计时】********************乳霜/霜抗皱小雷达淡纹,01/07/2020 09:12,0,-5.44,2123178.68,*******,收费,*****支付服务费[2020062022001114131415527186];*****交易号[T200P1077796577241738620],0030038|软件服务费-*******服务费,*****商家中心,"1077796577241738620	",M{1077796577241738620}
"321209727227410	","BO2020070146793190410205	","CAE_POINT_1078415235341744376_2_0	",,01/07/2020 09:12,0,-3.45,2123175.23,*******,转账,代扣返点积分1078415235341744376,0030001|软件服务费-****返点积分,账房,"1078415235341744376	",M{1078415235341744376}
"321210899020410	","BO2020070146900052410205	","CAE_POINT_1077796577241738620_2_0	",,01/07/2020 09:12,0,-3.4,2123171.83,*******,转账,代扣返点积分1077796577241738620,0030001|软件服务费-****返点积分,账房,"1077796577241738620	",M{1077796577241738620}
"321210406002410	","BO2020070146762703410205	","HJCOM==3200060031==2748637480440251==1078415235341744376	",,01/07/2020 09:12,0,-27.6,2123144.23,*******,转账,****佣金（类目）{1078415235341744376}扣款,0030003|软件服务费-****佣金,账房,"1078415235341744376	",M{1078415235341744376}|S{1078415235341744376}
"321211056149410	","BO2020070146812138410205	","CAE_POINT_10783604505124*****79_2_0	",,01/07/2020 09:12,0,-3.4,2123140.83,*******,转账,代扣返点积分10783604505124*****79,0030001|软件服务费-****返点积分,账房,"10783604505124*****79	",M{10783604505124*****79}
"322201601832691	","2020062022001146691416094739	","T200P1078255330357461067	",【*****】【*****倒计时】********************乳霜/霜抗皱小雷达淡纹,01/07/2020 09:12,640,0,2123780.83,*******,交易付款,*****交易号[2020062022001146691416094739],0010001|交易收款-交易收款,商家中心,"1078255330357461067	",M{1078255330357461067}
"321390369564270	","2020062022001123271422600764	","T200P1078473731917561435	",【*****】【*****倒计时】********************乳霜/霜抗皱小雷达淡纹,01/07/2020 09:12,0,-5.52,2123775.31,*******,收费,*****支付服务费[2020062022001123271422600764];*****交易号[T200P1078473731917561435],0030038|软件服务费-*******服务费,*****商家中心,"1078473731917561435	",M{1078473731917561435}
"321211374909410	","BO2020070146849890410205	","CAE_POINT_1078428099104525365_2_0	",,01/07/2020 09:12,0,-3.4,2123771.91,*******,转账,代扣返点积分1078428099104525365,0030001|软件服务费-****返点积分,账房,"1078428099104525365	",M{1078428099104525365}
"321397855267330	","2020062022001115331417225017	","T200P1078428099104525365	",【*****】【*****倒计时】********************乳霜/霜抗皱小雷达淡纹,01/07/2020 09:12,0,-5.44,2123766.47,*******,收费,*****支付服务费[2020062022001115331417225017];*****交易号[T200P1078428099104525365],0030038|软件服务费-*******服务费,*****商家中心,"1078428099104525365	",M{1078428099104525365}
"321210778276410	","BO2020070146820931410205	","HJCOM==3200060031==274863*****8040251==1077796577241738620	",,01/07/2020 09:12,0,-27.2,2123739.27,*******,转账,****佣金（类目）{1077796577241738620}扣款,0030003|软件服务费-****佣金,账房,"1077796577241738620	",M{1077796577241738620}|S{1077796577241738620}
"321210478759410	","BO2020070146836502410205	","HJCOM==3200060031==2748651509210251==10783604505124*****79	",,01/07/2020 09:12,0,-27.2,2123712.07,*******,转账,****佣金（类目）{10783604505124*****79}扣款,0030003|软件服务费-****佣金,账房,"10783604505124*****79	",M{10783604505124*****79}|S{10783604505124*****79}
"321210128932410	","BO2020070146759904410205	","HJCOM==3200060031==2748652406280251==1078428099104525365	",,01/07/2020 09:12,0,-27.2,2123684.87,*******,转账,****佣金（类目）{1078428099104525365}扣款,0030003|软件服务费-****佣金,账房,"1078428099104525365	",M{1078428099104525365}|S{1078428099104525365}
"321211078974410	","BO2020070146873233410205	","CAE_POINT_1078473731917561435_2_0	",,01/07/2020 09:12,0,-3.45,2123681.42,*******,转账,代扣返点积分1078473731917561435,0030001|软件服务费-****返点积分,账房,"1078473731917561435	",M{1078473731917561435}
"322202072185690	","2020062022001146691416094739	","T200P1078255330357461067	",【*****】【*****倒计时】********************乳霜/霜抗皱小雷达淡纹,01/07/2020 09:12,0,-4.69,2123676.73,*******,收费,*****支付服务费[2020062022001146691416094739];*****交易号[T200P1078255330357461067],0030038|软件服务费-*******服务费,*****商家中心,"1078255330357461067	",M{1078255330357461067}
"321321412990341	","2020062022001191341422156275	","T200P1077984449797191924	",【*****】********************霜50ml/乳霜50ml 紧致抗皱,01/07/2020 09:12,690,0,2124366.73,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"1077984449797191924	",M{1077984449797191924}
"322253259785031	","2020062022001142031411418013	","T200P1078406370190223121	",【*****】【*****倒计时】********************乳霜/霜抗皱小雷达淡纹,01/07/2020 09:12,680,0,2125046.73,*******,交易付款,【*****】【*****倒计时】********************乳霜/霜抗皱小雷达淡纹,0010001|交易收款-交易收款,商家中心,"1078406370190223121	",M{1078406370190223121}
"321211683214410	","BO2020070146715104410205	","CAE_POINT_1078255330357461067_2_0	",,01/07/2020 09:12,0,-3.2,2125043.53,*******,转账,代扣返点积分1078255330357461067,0030001|软件服务费-****返点积分,账房,"1078255330357461067	",M{1078255330357461067}
"321211698300410	","BO2020070146925402410205	","HJCOM==3200060031==2748653202470251==1078255330357461067	",,01/07/2020 09:12,0,-25.6,2125017.93,*******,转账,****佣金（类目）{1078255330357461067}扣款,0030003|软件服务费-****佣金,账房,"1078255330357461067	",M{1078255330357461067}|S{1078255330357461067}
"321319633964340	","2020062022001191341422156275	","T200P1077984449797191924	",【*****】********************霜50ml/乳霜50ml 紧致抗皱,01/07/2020 09:12,0,-5.52,2125012.41,*******,收费,信用卡支付服务费[2020062022001191341422156275];*****交易号[T200P1077984449797191924],0030038|软件服务费-*******服务费,*****商家中心,"1077984449797191924	",M{1077984449797191924}
"322281906622471	","2020062022001192471411731461	","T200P1078272514682101258	",【*****】【*****倒计时】********************乳霜/霜抗皱小雷达淡纹,01/07/2020 09:12,640,0,2125652.41,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"1078272514682101258	",M{1078272514682101258}
"321210628171410	","BO2020070146955408410205	","HJCOM==3200060031==2748637481200251==1077984449797191924	",,01/07/2020 09:12,0,-27.6,2125624.81,*******,转账,****佣金（类目）{1077984449797191924}扣款,0030003|软件服务费-****佣金,账房,"1077984449797191924	",M{1077984449797191924}|S{1077984449797191924}
"321212076304410	","BO2020070146945411410205	","CAE_POINT_1077984449797191924_2_0	",,01/07/2020 09:12,0,-3.45,2125621.36,*******,转账,代扣返点积分1077984449797191924,0030001|软件服务费-****返点积分,账房,"1077984449797191924	",M{1077984449797191924}
"321211046545410	","BO2020070146666391410205	","HJCOM==3200060031==2748637382880251==1078406370190223121	",,01/07/2020 09:12,0,-27.2,2125594.16,*******,转账,****佣金（类目）{1078406370190223121}扣款,0030003|软件服务费-****佣金,账房,"1078406370190223121	",M{1078406370190223121}|S{1078406370190223121}
"321211294994410	","BO2020070146759905410205	","CAE_POINT_1078406370190223121_2_0	",,01/07/2020 09:12,0,-3.4,2125590.76,*******,转账,代扣返点积分1078406370190223121,0030001|软件服务费-****返点积分,账房,"1078406370190223121	",M{1078406370190223121}
"320963582677990	","20200620220011669914160*****03	","T200P1076954400743072025	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,0,-32.4,2125558.36,*******,交易分账,网红佣金代扣款[1076954400743072025],0060011|营销支出-网红佣金,联盟商家中心,"1076954400743072025	",M{1076954400743072025}|S{1076954400743072025}
"322059040561970	","2020062022001115971416165031	","T200P1077464896718465061	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,0,-32.4,2125525.96,*******,交易分账,网红佣金代扣款[1077464896718465061],0060011|营销支出-网红佣金,联盟商家中心,"1077464896718465061	",M{1077464896718465061}|S{1077464896718465061}
"322283670146470	","2020062022001192471411731461	","T200P1078272514682101258	",【*****】【*****倒计时】********************乳霜/霜抗皱小雷达淡纹,01/07/2020 09:12,0,-5.12,2125520.84,*******,收费,信用卡支付服务费[2020062022001192471411731461];*****交易号[T200P1078272514682101258],0030038|软件服务费-*******服务费,*****商家中心,"1078272514682101258	",M{1078272514682101258}
"321211056166410	","BO2020070146986763410205	","CAE_POINT_1078272514682101258_2_0	",,01/07/2020 09:12,0,-3.2,2125517.64,*******,转账,代扣返点积分1078272514682101258,0030001|软件服务费-****返点积分,账房,"1078272514682101258	",M{1078272514682101258}
"321209528623410	","BO2020070146948102410205	","HJCOM==3200060031==2748640267860251==1078272514682101258	",,01/07/2020 09:12,0,-25.6,2125492.04,*******,转账,****佣金（类目）{1078272514682101258}扣款,0030003|软件服务费-****佣金,账房,"1078272514682101258	",M{1078272514682101258}|S{1078272514682101258}
"322359165562050	","2020062022001128051438872318	","T200P1077646368279512541	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:12,0,-32.4,2125459.64,*******,交易分账,网红佣金代扣款[1077646368279512541],0060011|营销支出-网红佣金,联盟商家中心,"1077646368279512541	",M{1077646368279512541}|S{1077646368279512541}
"322099978507121	","2020062022001177121410557593	","T200P1077065152768044018	",【*****】【*****倒计时】********************乳霜/霜抗皱小雷达淡纹,01/07/2020 09:12,690,0,2126149.64,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"1077065152768044018	",M{1077065152768044018}
"322252455992031	","2020062022001175031406623105	","T200P1077374080190074044	",【*****】【*****倒计时】********************乳霜/霜抗皱小雷达淡纹,01/07/2020 09:12,690,0,2126839.64,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"1077374080190074044	",M{1077374080190074044}
